num,nom,annee_naissance,annee_decès,profession
181212,De Bruin Robin,,,
164012,Waedekin Karl-Eugen,,,
67357,Strahm Christian,,,
10415,Hirschman Albert O. ,1915.0,2012.0,economiste
403787,Néon Sasha,,,
408682,Østergaard-nielsen Eva ,1969.0,,chercheur
418157,Leseigneur Lucien ,1928.0,2016.0,
388496,Deveau Jean-Pierre,,,
55510,Matczewski Andrzej,,,
55511,Okon-Horodynska Ewa,,,
00078971,Hentsch Thierry,,,
449536,Rollan Françoise,,,autre
370725,Neyrat Frédéric ,1968.0,,philosophe
32959,Degrois Denise,,,
00079021,Gendreau Andrée,,,
165773,Basset Jean-Claude ,1950.0,,théologue
156799,Girard De Rialle,,,
76573,Hard J.,,,
251744,Cassir Michel ,1952.0,,
392685,Lassave Pierre,,,sociologue
298140,Martens Didier ,1960.0,,philosophe
241244,Aupert Pierre,,,archéologue
299267,Castro Américo ,1885.0,1972.0,
224133,Dallier Aline,,,
176352,Humbert Jules ,1867.0,1935.0,
204905,Luciani Georges,,,
232863,Avo Désiré,,,
232864,Eyeffa Ekomo Sylvie Marie-Louise,,,
295025,Monediaire Gérard ,1948.0,,directeur
273582,Désert Gabriel ,1924.0,2004.0,historien
163336,Ghirshman Roman ,1895.0,1979.0,historien
402453,Anastassiadis Aghis,,,
644472,Stathacopoulos Panos,,,
193893,Wagner Ève-Marie,,,
219357,Chambon André ,1946.0,,autre
80421,Demante Auguste-Gabriel ,1821.0,1910.0,professeur
38278,Tran Huan Nguyen ,1921.0,,
845549,Colin Paul,,,
164910,Meynard Thierry ,1963.0,,autre
269157,Vovelle Michel ,1933.0,2018.0,historien
733401,Burkhard John Denis,,,
736714,Magdelaine Michelle,,,
24259,Faugères Ariette,,,
851493,Guillaumont Agnès ,1948.0,,
864603,Fromonot Françoise ,1958.0,,
145099,Fecteau Jean-Marie ,1949.0,,
687377,Faas Mahaud,,,
222152,Weisrock André ,1936.0,,géographe
274297,Monceaux Paul ,1859.0,1941.0,professeur
225554,Cazenave Philippe,,,
55373,Édouard Jean-Pierre,,,
55374,Gaud Michel,,,economiste
46357,Lin Lean Lim,,,
00079501,Pellerin René,,,
235621,Khosrokhavar Farhad ,1948.0,,historien
449547,Karpik Lucien ,1934.0,,sociologue
202996,Boisvert Michel,,,
658686,Flemming John,,,
397315,Gachelin Charles ,1937.0,,
195303,Mérian Jean-Yves ,1944.0,,conseiller
149677,Bon Pierre ,1948.0,,
64628,Leroy Sarah ,1972.0,,autre
55062,Dutacq François ,1879.0,1943.0,professeur
274384,Picard Charles ,1883.0,1965.0,archéologue
244936,Chène Olivier,,,
177870,Garcin Jean-Claude ,1934.0,,historien
67686,Leleux Marie-Qaude,,,
10281,Eco Umberto ,1932.0,2016.0,
00079691,de Almeida Lilian Pestre,,,
254500,Chemain Arlette,,,professeur
265903,Van Steijn Henk,,,
161586,Bachoffner Pierre,,,
00079761,Lelart Michel,,,
168798,Ghesquière-Dierickx B.,,,
00079801,Dussault Rénald,,,
00079821,Massicotte Guy,,,
276334,Focant Camille ,1946.0,,théologue
225035,Desprès Laure,,,economiste
281770,Tartarin Robert,,,autre
281871,Delpeuch Thierry ,1970.0,,autre
269203,Carlet Yves,,,professeur
177746,Bonnassie Pierre ,1932.0,2005.0,historien
264659,Hokayem Antoine,,,professeur
248438,Pelletier Martine ,1965.0,,autre
417491,Driault J.-E.,,,
250232,Hadas-Lebel Mireille ,1940.0,,historien
154871,Ducoudray Émile ,1927.0,2007.0,
392909,Jinot Paul,,,
257389,Dubled Henri ,1920.0,,paléographe
00080031,Copans Jean,,,
48259,Morgan Philip,,,
388452,Rieucau Jean-Nicolas,,,
155047,Schatzman Evry ,1920.0,2010.0,directeur
229370,Schunter-Kleemann Susanne,,,
229373,Bolain Nancy,,,
179917,Csáki György,,,
179843,De Lapparent Dominique,,,
279685,Desbat Armand,,,archéologue
241457,Cazeaux Jacques ,1927.0,,philosophe
263660,Dugrand Raymond ,1925.0,2017.0,géographe
160434,Meller Stefan ,1942.0,,historien
52504,Moccia Luigi,,,
00080191,Anctil Pierre,,,
00080231,Mc Andrew Marie,,,
193652,Kafka Tomas,,,
288028,Chassignet Daniel,,,
00080261,Mauranges Jean-Paul,,,
282955,Rapin André,,,archéologue
272528,Gaatone David,,,professeur
284251,Colon Jean-Baptiste ,1879.0,1952.0,
00080391,Poupeau François-Mathieu,,,
00080392,Schlosser Fabien,,,
243066,Aron Raymond ,1905.0,1983.0,journaliste
39898,Seydoux Marianne,,,
39894,Aymard Marguerite,,,
283126,Dethurens Pascal,,,professeur
00080441,Ion Jacques,,,
283546,Zeller Gaston ,1890.0,1960.0,géographe
300194,Grand Pierre,,,
300226,Herz Miska ,1856.0,1919.0,
258979,Gagnebin Bernard ,1915.0,1998.0,professeur
199077,Grandemange Jacques,,,historien
733364,Sarg Alfred,,,
58977,Wendel François ,1905.0,1972.0,théologue
26216,Sazanami Yoko,,,
47952,Skalmowski Claire,,,
414357,Bistolfi Robert ,1935.0,,
395500,Gwiazdzinski Luc,,,
231262,Higounet Arlette ,1912.0,2009.0,historien
295817,Chard-Hutchinson Martine ,1954.0,,autre
271331,Raguet-Bouvart Christine ,1948.0,,professeur
231967,Longuenesse Élisabeth ,1949.0,,chercheur
156271,de Grandmaison Henri ,1933.0,,
34091,Clerc Jean-Pierre ,1941.0,,journaliste
613921,Cellier Hervé ,1955.0,,chercheur
611296,Muller Paul,,,
570467,Chester Theodore Edward,,,
570468,Forsyth Gordon,,,
584062,Imbert Claude ,1933.0,,professeur
622585,Chaumié Jacqueline ,1904.0,1978.0,archiviste
5520,Paulhan Isabelle ,1960.0,1994.0,chercheur
225018,Magny Michel ,1952.0,,directeur
76987,Richoz Isabelle,,,
149354,Mollard Amédée,,,directeur
273967,Lacroix Anne,,,ingénieur
273968,Drouet d,,,
273969,Bel François,,,
248687,Reitel François,,,
47122,Kissinger Henry ,1923.0,,autre
692278,Maclet Thierry,,,
281517,Ackermann Werner,,,sociologue
61341,Dulong Renaud,,,sociologue
163274,Tissot Francine,,,professeur
59996,Delalande Daniel ,1960.0,,economiste
198830,Van Langenhove Fernand ,1889.0,1982.0,sociologue
266412,D,1854.0,1936.0,
250631,Sereno Paola,,,
271818,Ramseyer Fr.,,,
242486,Hart J. F.,,,
417472,Cans Albert ,1800.0,1900.0,
31956,Duhamel Alain ,1940.0,,journaliste
232164,Le Noir Alain,,,
150936,Frère Claude,,,
274602,Baschet Jérôme,,,anthropologue
140493,Lapostolle Christine ,1961.0,,anthropologue
252284,Pastoureau Michel ,1947.0,,historien
140380,Cazal Yvonne,,,
201350,Puiseux Hélène,,,autre
232940,Luizard Pierre-Jean,,,chercheur
00081101,Ténier Jacques,,,
00081111,Manigat Max,,,
149180,Sucharitkul Sompong,,,
246668,Sellière Ernest,,,
250550,Joutard Philippe ,1935.0,,professeur
665005,D,,,
797954,Bonfils Jacques ,1924.0,,
262759,Chivallon Christine ,1961.0,,géographe
215447,Reyniers Alain,,,
250662,Akalay Omar ,1940.0,,economiste
834037,Chuquet Arthur ,1853.0,1925.0,
588266,Champagny de Cadore Jean-Baptiste Nompère ,1756.0,1834.0,autre
238851,Noblet Julien ,1977.0,,archéologue
385745,Dupuy Pascal ,1962.0,,
584403,Cocquempot Christian,,,autre
7929,Suchel Jean-Bernard ,1933.0,,géographe
250101,Karageorghis Vassos ,1929.0,,archéologue
80916,Mantel Sophie,,,
229330,Ikeda Masayoshi,,,
229331,Ansart Olivier,,,
161344,Zeller Adrien ,1940.0,2009.0,conseiller
385823,Jourdan Annie,,,autre
73684,Porret Michel ,1955.0,,autre
205110,Rhode Gotthold ,1916.0,,historien
228188,Lozachmeur Jean-Claude,,,
282902,François Paul ,1958.0,,autre
207076,Mary Georges,,,
00081441,Beaulé Sophie,,,
00081451,Abraham J.-P.,,,
00081452,Lemineur-Toumson C.,,,
33011,Giniewski Paul ,1926.0,2011.0,
00081491,Major Ginette,,,
253016,Garrido-Hory Marguerite,,,
204041,Gillet Jean ,1924.0,,autre
247073,Bonnet Max ,1841.0,1917.0,
271309,Dorel Gérard,,,géographe
217202,Polívka Jiří,,,
52140,Gleize Joëlle,,,professeur
272960,Cumont Franz ,1868.0,1947.0,historien
204451,Bortoli-Doucet Catherine,,,
51843,Jourdan Jean-Paul ,1956.0,,historien
227690,Gabel Joseph ,1912.0,2004.0,sociologue
225650,Vacca-Goutoulli Mireille,,,
259002,Brault Gérard-J. ,1929.0,,autre
00081671,Baugh Bruce,,,
387242,Dehu J.,,,
206219,Mussat André ,1912.0,1989.0,professeur
417798,Beugnot Auguste-Arthur ,1797.0,1865.0,historien
149237,Perruchoud Richard,,,autre
9720,Lukaszewski Jerzy,,,historien
00081751,Pradel Jean,,,
176245,Smolar Aleksander,,,
00081771,Garnier Marie-Dominique,,,
00081781,Monjardet Dominique,,,
227893,Rey-Flaud Henri,,,professeur
297941,Batany Jean ,1928.0,2012.0,
72468,Fauvelle Ch.,,,
37190,Grand Philippe ,1938.0,,
246771,Boniface Pascal ,1956.0,,directeur
173744,Jones Toeckey,,,
156060,Fick Jean-Marc,,,
280426,Abastado Claude,,,professeur
00081931,Drevet Patrick,,,
7244,Guérin Paul,,,
246189,Doutrepont Georges ,1868.0,1941.0,historien
363918,Gandilhon René ,1907.0,1990.0,paléographe
275929,Gavel Henri ,1880.0,1959.0,professeur
398100,Aymard André ,1900.0,1964.0,
163113,Laurent Cédric ,1976.0,,autre
845188,Pillet Jules,,,
224782,Gouzee Nadine,,,
224783,Englert Michel,,,
271216,Ireland Patrick ,1961.0,,autre
4870,Brociner Andrew,,,economiste
62762,Geoffron Patrice ,1962.0,,economiste
288180,Goutas Nejma ,1977.0,,
00082091,Delas Olivier,,,
00082092,Plouffe-Malette Kristine,,,
00082101,Ivy Marilyn,,,
273361,Lacroix Léon,,,historien
216560,Darrouzès Jean ,1912.0,1990.0,autre
244575,Veg Sebastian ,1976.0,,
00082161,Daunais Isabelle,,,
27620,Callon Michel ,1945.0,,sociologue
255330,Duneau Jean-François,,,
149038,Dreyfus Simone ,1925.0,,
227884,Pelloux Benjamin,,,
26181,Rullière Jean-Louis ,1959.0,,economiste
227886,Van Winden Frans ,1946.0,,economiste
00082221,Candau Joël,,,
00082222,Halloy Arnaud,,,
394174,Strubelt Wendelin ,1943.0,,professeur
227294,Dangschat Jens,,,sociologue
227296,Alisch Monika ,1963.0,,sociologue
00082251,Légaré Kathia,,,
30454,Chérif Mohamed Hédi ,1932.0,,historien
252760,Clavel-Lévêque Monique ,1936.0,,historien
275235,Massa-Pairault Françoise-Hélène ,1944.0,,directeur
204502,Colin Maurice ,1913.0,,
81900,Sachwald Frédérique,,,autre
278948,Gossé Jean-Baptiste,,,
278949,Guillaumin Cyriac ,1980.0,,conseiller
233354,von Thadden Ernst-Ludwig,,,
52588,Basedow Jurgen,,,
298007,Ornato Ezio,,,historien
35664,Kartveli S.,,,
46647,Asmus Ronald ,1957.0,,autre
46875,Serra Régine,,,
404309,Besson Jean-François ,,,
823464,Franssen Paul ,1955.0,,
147701,Coulée Frédérique,,,professeur
167748,M. Connor John,,,
158696,Dantzer Robert,,,directeur
256338,Leclant Jean ,1920.0,2011.0,géographe
68293,Fulbrook Mary ,1951.0,,
256839,Bloch Charles ,1921.0,1987.0,historien
1833,Schramm Percy-Ernst,,,
273779,Winter Jay.M. ,1945.0,,professeur
256416,Thobie Jacques ,1929.0,,directeur
29366,Valensi Lucette,,,historien
30478,Chambat Pierre,,,chercheur
29511,Ruiz Teofilo Fabian ,1943.0,,historien
273587,Morel Marie-France,,,historien
54139,FREY Jean-Pierre ,1948.0,,sociologue
262745,Demazière Christophe,,,economiste
395290,Dorso Franck,,,sociologue
174899,Lecoy de la Marche Albert ,1839.0,1897.0,historien
273532,Goubert Pierre ,1915.0,2012.0,historien
auteur_ahess_12104,Windler Christian,,,professeur
275636,Ducreux Marie-Élizabeth,,,
57239,Bouwman H.,,,
254422,Creagh Ronald ,1929.0,,directeur
156587,Coutrot Aline ,1926.0,1987.0,
84414,Picard Élisabeth,,,
179821,Boudier-Bensebaa Fabienne,,,chercheur
193910,Tucny Edwige ,1976.0,,
195060,Marin Anaïs,,,
66830,Malloy Michael,,,
69207,Darviche Mohammad-Saïd,,,
66878,Rambour Muriel ,1977.0,,
66775,Foret François ,1974.0,,autre
29868,Lacave Michel ,1944.0,,historien
66778,FRANK Cécile,,,
269421,Dressayre Philippe,,,
224933,Cox Andrew,,,
222058,Chambron Nicole,,,sociologue
207623,Herrscher Estelle,,,
204114,Bocherens Hervé,,,
56972,Valentin Frédérique ,1958.0,,autre
199999,Scholliers Peter,,,
202463,Van Der Horst D.,,,
395988,Kupper Jean-Louis ,1948.0,,philosophe
204195,Pasture Patrick ,1961.0,,autre
199563,Verhuist Adriaan,,,
178854,Taviani Huguette ,1938.0,,professeur
197982,Van Der Wee Herman ,1928.0,,economiste
29668,Nicholas David ,1939.0,,
288173,Soutif Véronique,,,géographe
13987,Des Nétumières Félicité,,,
55439,Guibourdenche Henri,,,géographe
83268,Bourdoncle Raymond,,,professeur
297675,Barrère Anne,,,sociologue
24190,Mouly Jean,,,autre
177654,Poznański Joanna ,1890.0,1959.0,
27127,Lecaillon Jacques ,1925.0,,economiste
79607,Sommé Monique,,,professeur
267908,Marchand Philippe ,1938.0,,archiviste
279343,Mycinski Jean,,,professeur
278905,Wilson Ch.,,,
273800,Thomine-Bichard Marie-Claire ,1964.0,,autre
365234,Depréaux Albert,,,
145366,Pouthas Charles-Henri ,1886.0,1974.0,
386356,Picard Elizabeth,,,chercheur
70009,Hublin Jean-Jacques,,,anthropologue
281085,Tillier Anne-Marie,,,anthropologue
364580,Charles Robert-P. ,1920.0,1994.0,
286055,Goldlust Benjamin ,1980.0,,professeur
277098,Arnaud-Duc Nicole ,1935.0,,chercheur
295943,Blankoff Jean ,1931.0,,
385563,Bénot Yves,,,
385588,Deneys Henry,,,
386920,Chartier Roger ,1945.0,,
388183,Vincent Catherine ,1957.0,,professeur
67019,Tissot Laurent ,1953.0,,professeur
68969,Abad Reynald,,,chercheur
273766,Beauvalet-Boutouyrie Scarlett,,,professeur
339404,Charnassé Hélène,,,autre
11928,Popa Ioana ,1975.0,,sociologue
243385,Gueslin André ,1950.0,,géographe
248378,Deutsch Richard ,1945.0,,professeur
399147,Phlipponneau Michel ,1921.0,2008.0,géographe
172477,Pecout Gilles,,,
243934,Laplace Georges ,1918.0,2004.0,historien
179134,Mary Guy,,,
180827,Hombert Joseph ,1865.0,1949.0,
180825,Desonay Fernand ,1899.0,1973.0,philosophe
167362,de Bie Pierre,,,
171506,Belcastro Patrick F.,,,
275955,Banderier Gilles,,,professeur
252445,Hoebanx Jean-Jacques ,1920.0,2009.0,
234371,Decaëns Joseph ,1926.0,2016.0,archéologue
257207,Barral Pierre ,1925.0,,professeur
30254,Faivre Antoine ,1934.0,,historien
204619,Fichelle Alfred ,1889.0,1968.0,géographe
64695,Petiteville Franck ,1966.0,,chercheur
43358,Spiquel Agnès ,1948.0,,professeur
52195,Bongiovanni Bertini Mariolina ,1947.0,,professeur
209529,Cassagnes-Brouquet Sophie ,1957.0,,archéologue
204667,Godé Maurice,,,
282617,Sériot Patrick ,1949.0,,autre
232934,Gonzales-Quijano Yves,,,
271509,Lévy Claude ,1925.0,,
43612,Douki Caroline,,,
51442,Jackson Peter,,,
164007,Mouchet Christian ,1948.0,,autre
164008,Barloy Jean,,,
159762,Jacquin Emmanuel,,,
175939,Cei Alberto,,,
392505,Durand Marc,,,
221604,Ploix Hélène,,,
219708,Lacoue-Labarthe Dominique ,1942.0,,economiste
210584,Bordes Christian,,,economiste
271261,Chevrou-Séverac Hélène,,,
210634,Marimoutou Velayoudom ,1957.0,,economiste
259915,Chauffaut Delphine,,,
274416,Chave Frédérique ,1974.0,,
00084541,Eurofi 2000,,,
161453,Mansholt Sicco ,1908.0,1995.0,autre
237243,Rugraff Eric,,,economiste
232637,Bouton Daniel,,,
232638,Amadieu Daniel,,,
418334,Dierkens Michaël ,1977.0,,
459749,David Alix,,,
446722,C. J.,,,
195173,Petracchi Giorgio,,,professeur
414805,Romagnesi Henri ,1912.0,1999.0,autre
415921,Blockmans Wim ,1945.0,,professeur
386093,Leiva Antonio Domínguez,,,
26072,Rainelli Michel,,,economiste
47375,Charron Jacques-Olivier,,,
46910,Bled Jean-Paul ,1942.0,,historien
222815,Hertzog Robert ,1941.0,,directeur
00084921,Haiven Larry,,,
00084931,Williams Colin C.,,,
00084932,Padmore Jo,,,
00084941,Dufresne Anne,,,
00084942,Vandewattyne Jean,,,
00084951,Guillemard Anne-Marie,,,
00084961,Houssiaux Jacques,,,
00084971,David Charles-Philippe,,,
00084981,Landau Alice,,,
00084991,Verna Gérard,,,
00085001,Pilisi Paul,,,
00085011,Hettmann Jens U.,,,
00085021,Girard René O.,,,
00085031,Cermakian Jean,,,
00085041,Belkhodja Chedly,,,
00085051,Kirschbaum Stanislav,,,
00085061,Pageau Daniel-Henri,,,
6721,Pottier Georges,,,
147693,Flauss Jean-François ,1948.0,2010.0,juriste
00085091,Labrecque Paul,,,
00085101,Vachet André,,,
00085111,Wihtol de Wenden Catherine,,,
396338,Dubois Jean-Jacques ,1946.0,,géographe
400932,Duthilleul Thomas,,,
400933,De Witte Ludovic,,,
400934,Dubos,,,
400937,Robles,,,
399761,Damien Marie-Madeleine,,,professeur
396604,Battiau-Queney Yvonne ,1941.0,,géographe
70334,Begeot François,,,sociologue
273734,Eggerickx Thierry,,,autre
5833,S. M. F.,,,
7642,L. M.-L.,,,
2424,Méric Corinne,,,
5441,Chesnay Jean-Claude,,,
2632,Toulemon Laurent ,1961.0,,directeur
8762,Rossier C.,,,
8768,Latrèche Abdelkader,,,
6983,C. F.,,,
587676,Bachy Jean-Paul,,,
53052,Lamèthe Didier,,,
391796,Ruiz Sutil Carmen,,,
26227,Beaud Olivier ,1958.0,,directeur
53255,Pousson-Petit Jacqueline,,,
196788,Héliot Pierre ,1903.0,1984.0,historien
392998,Levasseur Georges ,1907.0,2003.0,juriste
00085641,Melançon Jérôme,,,
230329,Leménorel Alain,,,professeur
53046,Kuhn Nicole,,,
53412,Rousseaux Eric,,,
612590,Laurence Gérard,,,professeur
29328,Voldman Danièle ,1946.0,,autre
583936,Cotesta Vittorio ,1944.0,,sociologue
615746,Séguy Françoise ,1963.0,,chercheur
285839,M. C.,,,
212089,Gutwirth Jacques ,1926.0,2012.0,
215007,Schmitt Jean-Claude ,1946.0,,
80140,Holl Augustin Ferdinand Charles ,1954.0,,anthropologue
181474,Bandry-Scubbi Anne,,,professeur
225300,Malan Thierry,,,
83819,Tournier Michèle,,,
260459,Birot Pierre ,1909.0,1984.0,géographe
247924,Ritter Jean,,,autre
266681,Romano Antonella ,1962.0,,professeur
29355,Spooner Frank ,1924.0,,economiste
24475,Petrescu Paul ,1921.0,,autre
212289,Izard Michel ,1931.0,2012.0,anthropologue
229546,Speicher-Unterschemmann Christine,,,
229545,Jäschke Kurt-Ulrich,,,
219318,Boussard Jacques ,1910.0,1980.0,historien
277921,Van Caenegem Raoul C. ,1928.0,,professeur
297926,Bozzolo Carla,,,autre
256342,Prunier Gérard ,1942.0,,autre
277934,Mekouar Mohamed Ali,,,
726865,Berthoumieu Victor ,1840.0,1916.0,
28375,Raskolnikoff Mouza,,,historien
391093,Viette Pierre ,1921.0,2011.0,directeur
261390,Kolodny Émile ,1932.0,,géographe
26374,Ladewig Peterson E.,,,
402692,da Silva Gérard,,,
67958,Metailié Georges ,1942.0,,directeur
664526,Uster Kerim,,,
209575,Guillouët Jean-Marie ,1973.0,,autre
396516,Sabaté i Curull Flocel ,1962.0,,
402764,Benabdessadok Chérifa,,,
222833,Joannon Michèle,,,géographe
215167,Sleeswyk André ,1927.0,,
215114,de Weerd Maarten,,,
801000,Ruby Sigrid,,,
219349,Caspard Pierre ,1944.0,,directeur
154864,Maspero-Clerc Hélène,,,
279314,Lesage Gérard,,,
238809,Faucherre Nicolas ,1957.0,,historien
181339,B. P. H.,,,
42567,Gemelli Giuliana ,1951.0,,chercheur
34802,Ellwood David,,,professeur
00086641,Parker Sébastien,,,
705840,Millet Grégoire ,1962.0,,conseiller
720821,Candau Robin ,1963.0,,
720823,Rouchon Anne-Marie,,,
220560,Hulin Guillaume,,,
146308,Prilaux Gilles,,,ingénieur
146315,Talon Marc,,,archéologue
823382,McCutcheon Russell T. ,1961.0,,
28374,Contenson Henri de ,1926.0,2019.0,archéologue
415425,Le Carlier de Veslud Cécile,,,
177373,Husi Philippe,,,archéologue
234052,Lefebvre Armelle B.,,,
166172,Gounelle André ,1933.0,,professeur
237625,Brulé Pierre ,1943.0,,professeur
234288,Orr Linda ,1943.0,,
30622,Di Bella Maria Pia,,,anthropologue
296659,Lafont Suzanne ,1953.0,,autre
232535,Tranouez Pierre,,,
00086871,Parisot Yolaine,,,
248377,Joannon Pierre ,1943.0,,autre
00086891,Ruegg Jean,,,
00086892,Salomon Cavin Joëlle,,,
00086893,Quincerot Richard,,,
256616,Wingeate Pike David,,,historien
296674,Tinguely Frédéric,,,professeur
257690,Fabréguet Michel,,,professeur
53349,Samuel Geoffrey ,1947.0,,juriste
195200,Voisin Vanessa ,1978.0,,
229364,Hamm Jean-Jacques ,1937.0,,
00087031,Jeusette Julien,,,
257847,Bianco Lucien ,1930.0,,directeur
264704,Gravari-Barbas Maria ,1961.0,,géographe
296489,Bellas Jacqueline,,,
00087091,MÉTAYER Gérard,,,
393596,Battegay Alain,,,ingénieur
236529,Marlière Éric,,,sociologue
73973,Robert André,,,
218538,Jonckers Danielle,,,sociologue
252973,Destrée Pierre ,1962.0,,philosophe
195014,De Tervarent Guy,,,
00087181,Dion Gérard,,,
00087191,Fecteau Jean-Marie,,,
00087201,Huet Carmen,,,
27251,Chaline Jean-Pierre ,1939.0,,professeur
269067,Dubois Jean-Daniel ,1946.0,,directeur
80299,De Moussy Martin,,,
401117,Lavigne delville Philippe ,1962.0,,anthropologue
00087321,Ouellet Réal,,,
3288,Billotte P. ,1906.0,1992.0,
853312,Lichtenberg-Ettinger Bracha ,1948.0,,
385591,Autexier Philippe A.,,,autre
00087401,Montes Jérôme,,,
00087411,Kirschbaum Stanislav,,,
320252,Faure Alain ,1949.0,,historien
271519,Caron Nathalie ,1966.0,,economiste
262352,Cuenot A.,,,
81472,Ancel François,,,
238896,Combes Marie-Christine,,,autre
80926,Sauvageot Claude ,1935.0,2010.0,autre
288247,Delprat François,,,
280918,Le Corre Hervé ,1963.0,,
32022,Saignes Thierry ,1946.0,1992.0,directeur
273990,Kintz Jean-Pierre ,1932.0,,historien
255944,Fistié Pierre,,,
64480,Grunberg Gérard ,1943.0,,autre
76966,Speziali Pierre ,1913.0,1995.0,
221632,Isabel Jeanne,,,
248477,Duclos Michèle,,,
75664,Aulas Marie-Christine,,,
267887,Saint-Pons O.,,,
156161,Gavard-Perret Jean-Paul ,1947.0,,
84342,Ayari Chedly,,,economiste
00087641,Visciano Silvia,,,
00087651,Rondeau Claude,,,
00087661,Roy Stéphane,,,
00087671,Clermont Norman,,,
260426,Lara Oruno.D ,1934.0,,fondateur
388290,Lavedan Géraud de,,,archiviste
235187,Boüard Michel de ,1909.0,1989.0,historien
247993,Dénes Tibor,,,
198785,Weyembergh-Boussart Monique,,,
273265,Delort Émile ,1880.0,1958.0,
703013,Lemmon C. H.,,,
645156,Roy Roger,,,
396174,Darmon Jean-Pierre ,1934.0,,fondateur
00087821,Smart Patricia,,,
162726,Berthier Patrick,,,
35889,Bitterlich Joachim,,,juriste
00087851,Le Prestre Philippe,,,
9871,Caro Patrice ,1966.0,,géographe
81897,Roux Valérie,,,
265048,Catoire A.,,,
49336,Bresson François ,1921.0,1996.0,directeur
14856,Fraisse Paul ,1911.0,1996.0,directeur
169122,Heissler Nina,,,
154,Le Ny Jean-François ,1924.0,2006.0,fondateur
49801,Oléron Geneviève ,1922.0,2014.0,
156844,Faure Marie-Rose,,,
176672,Naour Françoise ,1955.0,,autre
00087931,Dargelos Bertrand,,,
52291,Pernot Denis ,1963.0,,autre
31376,Hugel Catherine,,,
282575,Bergounioux Gabriel ,1954.0,,autre
290443,Billet Philippe,,,
233746,Talahite Fatiha,,,sociologue
280782,Ducrey Guy,,,professeur
29430,Rovet Jeanine,,,professeur
00088051,Lavigne Marie,,,
158766,Gheude Michel ,1949.0,,autre
277268,Genet Jean-Philippe ,1944.0,,professeur
230492,Stevens Bernard ,1956.0,,philosophe
280237,Garapon Jean ,1947.0,,professeur
00088111,Van't Land Hilligje,,,
34426,Maier Harry,,,
46874,Von Ow Barbara,,,
256490,Sagant Philippe,,,directeur
30186,Garelli Paul ,1924.0,2006.0,historien
264980,Pétridès Sophrone ,1864.0,1911.0,
00088181,Jobin Pierre-G.,,,
248082,Fick-Michel Nicole ,1939.0,,professeur
38963,Messiant Christine ,1947.0,2006.0,sociologue
00088231,Hébert Martin,,,
416284,Broglie Charles-Louis-Victor prince de ,1756.0,1794.0,autre
81314,Beau Denis,,,
51074,SANANES Jean-Charles,,,
33361,Poirmeur Yves,,,
216137,Brissaud Isabelle,,,
72726,Lestournelle Raymond,,,ingénieur
299881,Palgrave G. ,1826.0,1888.0,autre
25940,Naville Pierre ,1904.0,1993.0,sociologue
250334,Raffestin Claude ,1936.0,,géographe
230205,Dissaux Thierry,,,
271593,Lepetit Jean-François,,,
267707,Guineberteau Thierry,,,
246469,Balandier Georges ,1920.0,2016.0,anthropologue
00088372,EspaceTemps,,,
364347,Pérotin Dumon Anne,,,archiviste
408677,Fahrmeir Andreas ,1969.0,,historien
365384,Lévy Roger ,1887.0,,professeur
204945,Mazon André ,1881.0,1967.0,professeur
00088441,Lyant Jean-Claude,,,
458827,Huntzinger Emmanuel,,,
458829,Vahabi Ghafour,,,
69758,Dockès Pierre ,1939.0,,economiste
161099,Rosier Bernard ,1937.0,1991.0,economiste
855434,Lacabe-Plasteig A.,,,
40022,Burnet-Vigniel Marie-Claude,,,historien
00088511,Brice Benjamin,,,
00088531,Larangé Daniel S.,,,
654674,Rialle Vincent ,1951.0,,chercheur
253626,Faberon Jean-Yves,,,
00088571,Maia Neto José R.,,,
00088581,D’Orangeville Akané,,,
257534,Journes Claude,,,
254225,Lechevrel Nadège,,,
855876,Derôme Juvénal ,1872.0,1937.0,
233777,Normand Didier,,,autre
650741,Delfaud Jean ,1939.0,,autre
234341,Weinstein Marc ,1957.0,,professeur
280333,Heuclin Jean,,,historien
161516,Shi Zhan,,,
51029,Cohen Stephen ,1941.0,,autre
287141,Bes Marie-Pierre,,,
168280,Psarras Sophia-Karin,,,
256348,Haudrère Philippe ,1940.0,,professeur
161485,Guibert Lucien,,,
155687,Jeanneret Yves ,1951.0,,professeur
36294,Moran Fernando,,,
66609,Veil Stephan,,,
66611,Breest Klaus,,,
00088821,Melucci Alberto,,,
218077,van de Sande Anton,,,autre
836726,Galletti Alfredo ,1872.0,1962.0,
288234,Laferrère Michel ,1924.0,,géographe
247175,Tabet Emmanuelle,,,professeur
277608,Garlan Yvon ,1933.0,,professeur
393476,Choisnel Emmanuel,,,autre
393477,Vivier Jean-François,,,
254313,Chassagne Serge ,1941.0,,professeur
284646,Constantin C.,,,
364629,Beaucamp Joëlle ,1947.0,,autre
00088991,Hufty André,,,
60203,Heathcote Owen,,,
246519,Hombert Marcel ,1900.0,1992.0,
854203,Favières,,,
174508,Thibout Marc ,1905.0,1991.0,paléographe
00089081,Donaghy Greg,,,
44365,Wattel de Croizant Odile,,,
370763,Robert Philippe,,,
278203,Chojnicki Xavier ,1978.0,,
363864,Ermisse Gérard,,,paléographe
364144,Martinez Christine,,,archiviste
250676,Moraux Paul ,,1985.0,philosophe
48088,Lederer Léo,,,
