mot,num_article,frequence
franc,4539,1
entre,4539,1
europ,4540,7
des,4540,3
plus,4540,2
européen,4540,1
tout,4540,2
europ,4541,3
pay,4541,1
polit,4541,1
tout,4541,1
europ,4542,3
tout,4542,1
europ,4543,3
tout,4543,2
europ,4544,3
plus,4544,1
franc,4544,1
européen,4544,1
europ,4545,1
des,4545,2
plus,4545,1
europ,4546,4
plus,4546,1
franc,4546,1
tout,4546,1
comm,4546,1
europ,4547,2
pay,4547,2
entre,4547,1
europ,4548,2
franc,4548,2
des,4549,3
tout,4549,2
comm,4550,2
europ,4551,3
franc,4551,1
europ,4552,6
plus,4552,2
pay,4552,4
europ,4553,5
plus,4553,1
entre,4553,1
europ,4554,6
polit,4554,2
tout,4554,1
europ,4555,6
pay,4555,1
polit,4555,2
comm,4555,3
entre,4555,1
europ,4556,2
des,4556,3
comm,4556,1
europ,4557,6
franc,4557,4
europ,4558,4
plus,4558,2
polit,4558,1
tout,4558,2
entre,4558,1
europ,4559,8
tout,4559,1
comm,4559,1
europ,4560,4
des,4560,1
polit,4560,1
européen,4560,1
europ,4561,5
europ,4562,5
entre,4562,1
europ,4563,5
plus,4563,2
franc,4563,2
europ,4564,5
polit,4564,1
europ,4565,9
europ,4566,3
plus,4566,1
polit,4566,1
franc,4566,2
entre,4566,1
europ,4567,3
polit,4567,1
europ,4568,4
polit,4568,1
europ,4569,1
plus,4569,1
entre,4569,1
europ,4570,1
plus,4570,1
entre,4570,1
des,4571,3
plus,4571,1
comm,4572,2
entre,4572,1
europ,4573,1
des,4573,1
comm,4573,1
europ,4574,6
des,4574,1
polit,4574,2
franc,4574,2
européen,4574,3
tout,4574,1
entre,4574,4
europ,4575,9
polit,4575,1
européen,4575,1
entre,4575,1
des,4577,1
comm,4577,1
entre,4579,1
des,4580,3
comm,4580,2
des,4581,1
plus,4582,1
comm,4582,1
entre,4582,1
europ,4583,1
plus,4583,2
pay,4583,1
franc,4583,2
entre,4583,1
europ,4584,2
des,4584,1
plus,4584,1
europ,4585,4
polit,4585,1
européen,4585,1
europ,4586,1
des,4586,1
franc,4586,1
europ,4587,2
europ,4588,1
comm,4588,1
europ,4589,1
europ,4590,1
tout,4590,1
europ,4591,1
entre,4591,1
europ,4592,1
europ,4593,1
franc,4593,1
europ,4594,1
plus,4594,1
pay,4594,1
europ,4595,1
plus,4595,1
comm,4595,1
europ,4596,1
plus,4597,2
plus,4599,1
plus,4600,1
plus,4601,1
entre,4602,1
des,4605,1
pay,4605,1
franc,4608,1
plus,4610,1
des,4611,1
des,4613,1
comm,4614,1
europ,4615,2
plus,4615,1
europ,4616,3
plus,4616,1
polit,4616,1
comm,4616,1
europ,4617,1
des,4617,2
entre,4617,1
des,4618,1
polit,4618,1
europ,4619,1
plus,4619,1
entre,4619,1
europ,4620,3
des,4620,2
pay,4620,2
comm,4620,1
entre,4620,1
plus,4621,2
tout,4621,3
des,4624,1
plus,4624,2
comm,4624,1
entre,4624,1
europ,4625,2
europ,4626,7
europ,4627,7
franc,4627,1
europ,4628,2
entre,4628,1
europ,4629,3
entre,4629,1
europ,4630,2
franc,4630,1
des,4631,1
europ,4632,3
des,4632,1
polit,4632,1
comm,4632,3
europ,4633,3
franc,4633,1
europ,4634,2
des,4634,1
plus,4634,1
comm,4634,1
entre,4634,1
europ,4635,2
polit,4635,1
europ,4636,5
des,4636,1
polit,4636,2
plus,4637,1
tout,4637,1
europ,4638,1
des,4638,1
plus,4638,1
européen,4638,1
tout,4638,1
europ,4639,2
pay,4639,1
tout,4639,1
europ,4640,1
plus,4640,1
europ,4641,2
europ,4642,4
plus,4642,1
européen,4642,2
comm,4642,1
europ,4643,1
des,4643,1
polit,4643,1
europ,4644,2
plus,4644,1
franc,4644,1
tout,4644,1
europ,4645,2
plus,4645,1
polit,4645,1
franc,4645,1
tout,4645,1
europ,4646,2
plus,4646,4
europ,4647,1
tout,4647,1
europ,4648,1
plus,4648,1
europ,4649,8
plus,4649,1
pay,4649,1
européen,4649,1
europ,4650,8
des,4651,2
comm,4651,2
europ,4652,3
des,4652,1
europ,4653,2
plus,4653,2
tout,4653,1
europ,4654,1
polit,4654,1
tout,4654,1
pay,4655,1
européen,4655,1
tout,4655,1
europ,4656,3
pay,4656,1
franc,4656,1
tout,4656,1
comm,4656,1
europ,4657,3
plus,4657,1
europ,4658,2
europ,4659,4
des,4659,1
polit,4659,2
entre,4659,1
des,4660,2
plus,4660,1
comm,4660,2
europ,4661,2
des,4661,3
des,4662,2
plus,4662,1
pay,4662,1
entre,4663,1
des,4664,1
europ,4665,1
des,4665,1
europ,4666,1
europ,4667,1
pay,4667,1
comm,4667,1
europ,4668,1
plus,4668,1
comm,4668,1
europ,4669,3
tout,4669,1
europ,4670,1
des,4670,1
pay,4670,1
tout,4670,1
europ,4671,1
europ,4672,6
franc,4672,1
europ,4673,5
tout,4673,2
europ,4674,6
polit,4674,3
europ,4675,4
franc,4675,1
europ,4676,6
tout,4676,1
entre,4676,1
europ,4677,5
europ,4678,5
plus,4678,1
pay,4678,2
comm,4678,1
entre,4678,1
europ,4679,6
des,4679,1
polit,4679,1
européen,4679,1
tout,4679,1
europ,4680,7
européen,4680,3
entre,4680,2
europ,4681,6
plus,4681,1
pay,4681,1
europ,4682,4
europ,4683,6
plus,4683,1
entre,4683,1
europ,4684,6
europ,4685,6
plus,4685,1
europ,4686,6
europ,4687,7
européen,4687,1
europ,4688,4
franc,4688,1
europ,4689,2
des,4689,1
polit,4689,1
européen,4689,3
entre,4689,1
europ,4690,1
comm,4690,1
entre,4690,1
europ,4691,3
plus,4691,2
europ,4692,3
plus,4692,2
pay,4692,2
tout,4692,1
europ,4693,2
plus,4693,1
pay,4693,1
tout,4693,1
europ,4694,4
polit,4694,1
européen,4694,2
tout,4694,1
des,4695,1
polit,4695,1
franc,4695,1
entre,4695,1
europ,4696,3
europ,4697,1
des,4697,2
europ,4698,2
européen,4698,1
europ,4699,2
pay,4699,2
polit,4699,1
tout,4699,1
entre,4699,1
europ,4700,2
des,4700,1
polit,4700,1
europ,4701,1
des,4701,1
comm,4701,1
europ,4702,2
plus,4702,2
tout,4702,1
europ,4703,2
franc,4703,1
européen,4703,2
comm,4703,1
europ,4704,2
europ,4705,2
pay,4705,1
polit,4705,1
europ,4706,2
tout,4706,1
europ,4707,1
européen,4707,1
comm,4707,1
europ,4708,2
europ,4709,1
des,4709,1
plus,4709,2
polit,4709,3
franc,4709,2
européen,4709,1
europ,4710,1
des,4710,3
europ,4711,4
tout,4713,2
comm,4713,1
europ,4714,3
plus,4714,1
des,4716,1
entre,4716,1
des,4717,1
tout,4718,1
comm,4718,1
entre,4718,1
polit,4723,1
plus,4724,2
pay,4724,1
pay,4725,1
des,4727,2
entre,4727,1
des,4728,1
polit,4728,1
des,4729,1
tout,4729,1
des,4730,1
tout,4730,2
plus,4731,1
des,4732,1
des,4733,1
comm,4733,1
europ,4734,7
pay,4734,1
franc,4734,1
europ,4735,6
europ,4736,5
européen,4736,3
europ,4737,5
europ,4738,5
européen,4738,1
europ,4739,4
plus,4739,2
europ,4740,2
europ,4741,1
europ,4742,1
europ,4743,1
franc,4743,1
comm,4743,1
europ,4744,1
europ,4745,1
plus,4745,1
europ,4746,1
europ,4747,1
europ,4748,1
europ,4749,1
des,4749,1
plus,4749,2
europ,4750,1
des,4750,1
plus,4750,1
pay,4750,1
polit,4750,1
europ,4751,1
tout,4751,1
europ,4752,1
tout,4752,1
europ,4753,1
europ,4754,1
polit,4754,1
europ,4755,1
polit,4755,1
europ,4756,1
des,4756,1
pay,4756,1
europ,4757,1
europ,4758,1
plus,4758,1
europ,4759,1
des,4760,1
polit,4760,1
tout,4760,1
europ,4761,1
des,4762,2
plus,4762,1
entre,4762,1
europ,4763,1
europ,4764,1
europ,4765,1
tout,4765,1
europ,4766,1
des,4766,1
europ,4767,1
des,4767,1
tout,4767,1
comm,4767,1
europ,4768,1
plus,4768,1
polit,4768,1
tout,4768,1
comm,4768,1
des,4769,2
europ,4770,4
plus,4770,1
pay,4770,2
tout,4770,3
europ,4771,8
polit,4771,1
comm,4771,1
entre,4771,2
europ,4772,2
des,4772,1
plus,4772,1
pay,4772,2
européen,4772,1
europ,4773,3
europ,4774,2
européen,4774,1
tout,4774,1
europ,4775,1
europ,4776,2
pay,4776,1
europ,4777,3
européen,4777,3
comm,4777,1
entre,4777,2
europ,4778,3
tout,4778,1
europ,4779,1
des,4779,1
franc,4779,1
tout,4779,1
europ,4780,3
europ,4781,3
franc,4781,3
europ,4782,3
pay,4782,1
comm,4782,1
europ,4783,2
des,4783,1
plus,4783,1
europ,4784,2
entre,4784,2
plus,4785,1
des,4786,1
tout,4786,1
des,4787,3
tout,4787,1
europ,4788,7
pay,4788,2
europ,4789,3
des,4789,1
polit,4789,2
franc,4789,2
européen,4789,1
europ,4790,3
plus,4790,2
pay,4790,2
franc,4790,1
comm,4790,1
europ,4791,3
pay,4791,1
comm,4791,1
europ,4792,1
plus,4792,1
entre,4792,1
europ,4793,2
des,4793,1
plus,4793,1
pay,4793,1
comm,4793,1
entre,4793,1
des,4794,1
polit,4794,1
franc,4794,1
comm,4794,1
franc,4795,1
europ,4796,3
pay,4796,1
entre,4796,1
europ,4797,2
tout,4797,1
europ,4798,3
pay,4798,1
polit,4798,2
entre,4798,1
franc,4799,1
europ,4801,3
plus,4801,1
pay,4801,1
franc,4801,1
tout,4801,1
europ,4802,8
plus,4802,1
pay,4802,1
europ,4803,4
plus,4803,3
pay,4803,2
europ,4804,4
plus,4804,1
franc,4804,1
europ,4805,5
franc,4805,1
entre,4805,1
europ,4806,4
plus,4806,1
pay,4806,2
polit,4806,1
franc,4806,1
comm,4806,1
entre,4806,1
europ,4807,7
europ,4808,3
europ,4809,7
tout,4809,2
entre,4809,1
des,4810,2
plus,4810,1
tout,4810,1
europ,4811,1
des,4811,1
comm,4811,2
europ,4812,9
des,4812,1
franc,4812,1
europ,4813,1
europ,4814,1
des,4814,1
pay,4814,1
europ,4815,1
plus,4815,1
europ,4816,1
des,4816,1
plus,4816,1
tout,4817,1
europ,4818,1
des,4818,1
pay,4818,1
polit,4818,1
europ,4819,1
plus,4819,1
polit,4819,1
europ,4820,1
plus,4820,2
europ,4821,1
des,4821,2
franc,4821,1
europ,4822,1
tout,4822,1
europ,4823,3
plus,4823,2
polit,4823,1
franc,4823,1
tout,4823,1
europ,4824,3
plus,4824,2
polit,4824,1
franc,4824,1
tout,4824,1
europ,4825,2
plus,4825,2
comm,4825,1
europ,4826,2
plus,4826,1
pay,4826,1
européen,4826,1
europ,4827,1
des,4827,2
plus,4827,1
polit,4827,1
entre,4827,1
europ,4828,3
franc,4828,2
europ,4829,3
pay,4829,2
tout,4829,1
comm,4829,1
entre,4829,1
europ,4830,1
pay,4830,1
tout,4830,1
entre,4830,1
europ,4831,3
des,4832,2
entre,4832,2
europ,4833,2
plus,4833,1
des,4834,2
polit,4834,1
des,4835,3
des,4838,1
pay,4838,2
franc,4838,1
des,4839,1
comm,4839,1
pay,4840,1
comm,4840,1
des,4841,1
plus,4841,1
comm,4841,1
des,4842,2
pay,4842,2
franc,4842,3
comm,4842,1
des,4843,2
plus,4843,1
tout,4843,2
europ,4844,2
des,4844,2
plus,4844,1
pay,4844,1
polit,4844,1
européen,4844,1
europ,4845,5
europ,4846,8
europ,4847,7
des,4847,3
entre,4847,1
europ,4848,1
des,4848,1
polit,4848,1
franc,4848,1
tout,4848,1
europ,4849,3
europ,4850,1
europ,4851,4
plus,4851,1
entre,4851,2
des,4852,1
plus,4852,1
pay,4852,1
polit,4852,1
franc,4852,1
tout,4852,4
comm,4852,2
europ,4853,1
des,4853,2
europ,4854,1
plus,4854,1
des,4855,1
europ,4856,1
des,4856,2
des,4857,1
comm,4857,1
europ,4858,1
des,4858,2
plus,4858,1
européen,4858,1
tout,4858,1
des,4859,1
plus,4859,1
pay,4859,2
polit,4859,1
plus,4860,4
tout,4860,1
europ,4861,4
europ,4862,1
plus,4862,1
pay,4862,1
tout,4862,1
comm,4862,2
europ,4863,1
franc,4863,3
europ,4864,1
plus,4864,1
tout,4864,1
comm,4864,1
europ,4865,1
des,4866,3
europ,4867,2
des,4867,1
europ,4868,1
plus,4868,1
tout,4868,2
comm,4868,2
europ,4869,7
polit,4869,1
européen,4869,1
comm,4869,1
europ,4870,2
des,4870,1
plus,4870,1
europ,4871,9
plus,4871,2
pay,4871,3
européen,4871,2
comm,4871,1
europ,4872,7
franc,4872,1
europ,4873,5
des,4873,1
plus,4873,2
européen,4873,1
tout,4873,1
europ,4874,1
europ,4875,1
comm,4875,1
europ,4876,1
plus,4876,1
comm,4876,1
europ,4877,1
tout,4877,1
europ,4878,1
europ,4879,1
europ,4880,1
des,4880,1
plus,4880,1
europ,4881,1
des,4881,1
plus,4881,1
entre,4881,1
europ,4882,1
des,4882,1
des,4883,2
polit,4883,2
europ,4884,1
plus,4884,1
europ,4885,1
europ,4886,1
polit,4886,1
entre,4886,2
europ,4887,1
des,4887,1
europ,4888,1
europ,4889,1
franc,4889,1
europ,4890,1
plus,4890,1
tout,4890,2
europ,4891,1
franc,4891,1
tout,4891,1
europ,4892,1
franc,4892,1
tout,4892,1
europ,4893,1
franc,4893,2
europ,4894,1
europ,4895,1
pay,4895,2
entre,4895,1
des,4896,2
tout,4896,1
europ,4897,1
franc,4897,1
tout,4897,1
europ,4898,1
franc,4898,1
europ,4899,1
franc,4899,1
comm,4899,1
europ,4900,1
plus,4901,1
pay,4901,1
europ,4902,2
des,4902,1
des,4903,3
europ,4904,1
plus,4904,1
tout,4904,1
europ,4905,1
des,4905,1
comm,4905,1
entre,4905,1
europ,4906,1
plus,4907,1
des,4908,1
plus,4908,2
pay,4908,1
polit,4908,1
comm,4908,1
europ,4909,1
pay,4909,1
europ,4910,3
plus,4910,1
pay,4910,3
europ,4911,1
des,4911,2
pay,4911,1
franc,4911,2
europ,4912,2
entre,4912,1
europ,4913,3
plus,4913,2
franc,4913,1
européen,4913,1
europ,4914,2
comm,4914,1
europ,4915,2
plus,4915,1
europ,4916,2
europ,4917,2
tout,4917,1
des,4918,3
franc,4918,1
des,4919,1
plus,4919,1
plus,4920,1
des,4923,2
plus,4923,1
tout,4925,2
comm,4925,2
europ,4927,1
des,4927,1
plus,4927,1
tout,4927,3
europ,4928,3
entre,4928,1
comm,4929,1
europ,4930,3
tout,4930,1
europ,4931,5
europ,4932,4
polit,4932,2
europ,4933,3
europ,4934,2
des,4934,2
pay,4934,1
polit,4934,1
européen,4934,1
tout,4934,1
entre,4934,1
europ,4935,4
entre,4935,1
europ,4936,4
plus,4936,2
européen,4936,1
comm,4936,1
europ,4937,4
franc,4937,1
comm,4937,1
europ,4938,4
plus,4938,2
europ,4939,2
europ,4940,3
européen,4940,3
entre,4940,1
europ,4941,1
des,4941,3
entre,4941,1
europ,4942,2
polit,4942,1
comm,4942,1
europ,4943,4
européen,4943,3
europ,4944,4
europ,4945,2
européen,4945,2
europ,4946,5
franc,4946,2
européen,4946,1
comm,4946,1
entre,4946,1
europ,4947,4
plus,4947,1
europ,4948,4
polit,4948,2
europ,4949,4
comm,4949,1
europ,4950,3
des,4950,1
pay,4950,1
polit,4950,3
européen,4950,1
europ,4951,5
europ,4952,2
europ,4953,5
tout,4953,1
comm,4953,1
entre,4953,1
europ,4954,1
des,4954,3
europ,4955,1
des,4955,3
plus,4955,1
pay,4955,1
europ,4956,4
pay,4956,2
entre,4956,3
europ,4957,7
pay,4957,1
europ,4958,4
pay,4958,3
européen,4958,1
europ,4959,2
des,4959,3
europ,4960,5
pay,4960,1
franc,4960,2
europ,4961,4
pay,4961,4
européen,4961,1
europ,4962,4
pay,4962,5
européen,4962,1
tout,4962,1
europ,4963,9
pay,4963,1
européen,4963,3
entre,4963,1
europ,4964,8
europ,4965,5
européen,4965,1
entre,4965,1
europ,4966,1
des,4966,2
pay,4966,1
européen,4966,1
tout,4966,1
europ,4967,3
des,4967,1
pay,4967,2
polit,4967,3
européen,4967,1
europ,4968,3
européen,4968,1
europ,4969,4
polit,4969,7
européen,4969,1
europ,4970,6
polit,4970,1
europ,4971,4
polit,4971,1
franc,4971,1
européen,4971,1
entre,4971,2
europ,4972,5
européen,4972,2
europ,4973,3
europ,4974,2
europ,4975,2
europ,4976,1
européen,4976,1
europ,4977,5
plus,4977,1
polit,4977,1
européen,4977,1
entre,4977,1
europ,4978,2
europ,4979,2
des,4979,1
plus,4979,1
europ,4980,3
des,4980,2
comm,4980,2
entre,4980,1
europ,4981,6
entre,4981,3
europ,4982,5
europ,4983,5
européen,4983,1
europ,4984,4
plus,4984,1
pay,4984,1
européen,4984,3
europ,4985,4
europ,4986,4
europ,4987,5
plus,4987,2
pay,4987,1
franc,4987,1
européen,4987,1
europ,4988,4
europ,4989,2
pay,4989,1
europ,4990,1
europ,4991,3
plus,4991,1
franc,4991,1
europ,4992,4
européen,4992,2
comm,4992,1
europ,4993,5
tout,4993,1
europ,4994,6
des,4994,2
tout,4994,2
entre,4994,1
europ,4995,6
entre,4995,4
europ,4996,6
pay,4996,1
europ,4997,4
plus,4997,1
entre,4997,1
europ,4998,8
polit,4998,1
europ,4999,4
plus,4999,1
pay,4999,1
européen,4999,2
comm,4999,1
europ,5000,1
europ,5001,2
plus,5001,1
franc,5001,1
europ,5002,5
polit,5002,1
comm,5002,1
europ,5003,3
polit,5003,2
franc,5003,1
entre,5003,1
europ,5004,6
pay,5004,4
europ,5005,7
pay,5005,4
franc,5005,6
europ,5006,4
plus,5006,1
polit,5006,1
franc,5006,1
europ,5007,3
europ,5008,1
des,5008,2
comm,5008,1
europ,5009,4
européen,5009,4
europ,5010,5
europ,5011,2
des,5011,1
tout,5011,1
europ,5012,4
europ,5013,5
pay,5013,2
tout,5013,1
europ,5014,7
plus,5014,2
comm,5014,1
europ,5015,4
pay,5015,1
européen,5015,1
europ,5016,1
europ,5017,2
europ,5018,2
europ,5019,1
des,5019,3
franc,5019,1
europ,5020,3
tout,5020,1
europ,5021,4
pay,5021,1
tout,5021,1
europ,5022,4
polit,5022,3
entre,5022,1
europ,5023,2
des,5023,1
pay,5023,1
franc,5023,2
europ,5024,4
pay,5024,3
franc,5024,2
europ,5025,2
europ,5026,4
polit,5026,1
européen,5026,1
europ,5027,2
des,5027,3
européen,5027,1
entre,5027,1
europ,5028,2
franc,5028,2
europ,5029,2
europ,5030,2
europ,5031,2
tout,5031,1
europ,5032,2
europ,5033,2
europ,5034,2
europ,5035,4
européen,5035,1
tout,5035,1
entre,5035,1
europ,5036,4
franc,5036,1
europ,5037,3
des,5037,2
franc,5037,1
européen,5037,1
entre,5037,2
europ,5038,4
des,5038,1
pay,5038,1
europ,5039,2
europ,5040,5
pay,5040,1
europ,5041,2
européen,5041,4
europ,5042,5
tout,5042,1
entre,5042,2
europ,5043,2
européen,5043,1
europ,5044,3
plus,5044,1
entre,5044,1
europ,5045,2
europ,5046,4
européen,5046,4
europ,5047,4
europ,5048,4
des,5048,1
pay,5048,1
franc,5048,1
comm,5048,2
europ,5049,4
pay,5049,1
tout,5049,1
europ,5050,2
des,5050,2
pay,5050,1
européen,5050,1
europ,5051,6
pay,5051,1
comm,5051,1
europ,5052,3
europ,5053,4
pay,5053,1
franc,5053,2
tout,5053,1
comm,5053,1
europ,5054,3
des,5054,1
pay,5054,1
europ,5055,4
comm,5055,1
europ,5056,2
europ,5057,6
franc,5057,2
comm,5057,1
europ,5058,2
europ,5059,4
plus,5059,1
europ,5060,1
des,5060,3
entre,5060,1
europ,5061,5
des,5061,1
europ,5062,2
franc,5062,1
europ,5063,4
pay,5063,1
europ,5064,4
europ,5065,2
franc,5065,1
europ,5066,4
plus,5066,1
polit,5066,1
entre,5066,3
europ,5067,4
entre,5067,4
europ,5068,3
tout,5068,1
entre,5068,3
europ,5069,4
européen,5069,1
entre,5069,3
europ,5070,5
europ,5071,4
comm,5071,1
entre,5071,1
europ,5072,5
plus,5072,1
europ,5073,3
polit,5073,1
européen,5073,1
tout,5073,1
europ,5074,5
entre,5074,3
europ,5075,4
plus,5075,1
pay,5075,1
europ,5076,3
des,5076,1
pay,5076,1
europ,5077,3
pay,5077,1
européen,5077,1
europ,5078,1
européen,5078,1
europ,5079,4
polit,5079,2
européen,5079,1
europ,5080,4
plus,5080,1
europ,5081,5
plus,5081,2
franc,5081,1
tout,5081,1
europ,5082,2
des,5082,3
comm,5082,1
europ,5083,4
plus,5083,1
europ,5084,3
polit,5084,1
europ,5085,1
europ,5086,2
pay,5086,1
tout,5086,1
europ,5087,2
des,5087,1
comm,5087,1
europ,5088,4
comm,5088,1
europ,5089,3
des,5089,3
plus,5089,3
europ,5090,3
des,5090,1
pay,5090,3
européen,5090,2
europ,5091,1
europ,5092,2
europ,5093,3
pay,5093,1
comm,5093,1
europ,5094,4
europ,5095,5
franc,5095,2
comm,5095,1
europ,5096,4
pay,5096,1
franc,5096,1
europ,5097,2
europ,5098,4
européen,5098,1
europ,5099,4
des,5099,1
franc,5099,1
tout,5099,1
europ,5100,5
pay,5100,1
tout,5100,1
europ,5101,1
des,5101,3
tout,5101,1
europ,5102,4
plus,5102,1
pay,5102,3
europ,5103,1
des,5103,1
pay,5103,1
europ,5104,4
des,5104,2
plus,5104,1
polit,5104,1
europ,5105,2
europ,5106,5
plus,5106,3
pay,5106,1
franc,5106,1
europ,5107,4
franc,5107,1
européen,5107,1
europ,5108,6
européen,5108,2
europ,5109,4
europ,5110,4
franc,5110,1
europ,5111,8
europ,5112,7
europ,5113,7
pay,5113,7
européen,5113,3
europ,5114,4
pay,5114,1
polit,5114,1
europ,5115,5
plus,5115,1
pay,5115,1
européen,5115,2
tout,5115,1
entre,5115,1
europ,5116,4
europ,5117,4
pay,5117,1
europ,5118,5
pay,5118,1
entre,5118,2
europ,5119,5
plus,5119,1
pay,5119,1
europ,5120,5
comm,5120,1
entre,5120,1
europ,5121,3
des,5121,1
pay,5121,1
européen,5121,1
tout,5121,1
comm,5121,1
europ,5122,5
europ,5123,4
europ,5124,4
europ,5125,7
entre,5125,1
europ,5126,3
europ,5127,2
europ,5128,7
polit,5128,1
européen,5128,3
comm,5128,1
europ,5129,4
europ,5130,4
plus,5130,1
franc,5130,1
entre,5130,1
europ,5131,5
pay,5131,1
polit,5131,1
europ,5132,6
des,5132,2
pay,5132,1
comm,5132,1
entre,5132,1
europ,5133,3
europ,5134,1
des,5134,3
plus,5134,2
entre,5134,1
europ,5135,2
pay,5135,1
polit,5135,2
europ,5136,6
plus,5136,1
pay,5136,2
comm,5136,1
europ,5137,5
des,5137,2
europ,5138,1
des,5138,3
plus,5138,1
polit,5138,2
franc,5138,4
tout,5138,1
europ,5139,5
plus,5139,1
pay,5139,2
tout,5139,1
entre,5139,1
europ,5140,5
pay,5140,1
polit,5140,3
franc,5140,1
comm,5140,1
entre,5140,3
europ,5141,4
entre,5141,1
europ,5142,3
des,5142,2
plus,5142,1
polit,5142,2
franc,5142,6
tout,5142,1
comm,5142,1
entre,5142,2
europ,5143,2
europ,5144,4
plus,5144,1
pay,5144,1
europ,5145,8
entre,5145,1
europ,5146,3
franc,5146,1
europ,5147,4
plus,5147,1
pay,5147,2
polit,5147,2
européen,5147,1
europ,5148,6
europ,5149,4
plus,5149,1
pay,5149,2
franc,5149,1
européen,5149,2
europ,5150,5
des,5150,1
europ,5151,5
européen,5151,2
entre,5151,1
europ,5152,5
plus,5152,1
polit,5152,4
européen,5152,1
europ,5153,5
pay,5153,1
européen,5153,1
europ,5154,3
europ,5155,2
des,5155,3
pay,5155,1
polit,5155,4
tout,5155,1
entre,5155,1
europ,5156,6
pay,5156,1
européen,5156,1
europ,5157,3
des,5157,1
plus,5157,1
polit,5157,2
européen,5157,1
europ,5158,5
pay,5158,1
europ,5159,4
franc,5159,1
europ,5160,4
franc,5160,1
europ,5161,5
polit,5161,1
europ,5162,4
europ,5163,5
europ,5164,1
europ,5165,1
europ,5166,5
europ,5167,2
europ,5168,3
europ,5169,2
franc,5169,3
europ,5170,5
polit,5170,1
entre,5170,2
europ,5171,1
europ,5172,1
europ,5173,3
europ,5174,4
pay,5174,2
entre,5174,1
europ,5175,1
des,5175,3
tout,5175,1
europ,5176,4
polit,5176,1
comm,5176,1
entre,5176,1
europ,5177,3
européen,5177,1
tout,5177,2
europ,5178,4
des,5178,1
pay,5178,2
europ,5179,5
européen,5179,1
comm,5179,1
entre,5179,1
europ,5180,6
entre,5180,2
europ,5181,4
europ,5182,5
franc,5182,1
européen,5182,1
europ,5183,6
polit,5183,1
europ,5184,4
plus,5184,1
europ,5185,4
entre,5185,1
europ,5186,6
pay,5186,2
européen,5186,3
europ,5187,4
tout,5187,1
europ,5188,2
franc,5188,3
europ,5189,2
europ,5190,3
des,5190,1
entre,5190,1
europ,5191,4
pay,5191,1
polit,5191,2
entre,5191,1
europ,5192,4
des,5192,3
polit,5192,1
européen,5192,1
europ,5193,1
des,5193,3
plus,5193,6
franc,5193,1
tout,5193,1
europ,5194,1
des,5194,3
tout,5194,1
comm,5194,1
europ,5195,4
des,5195,1
polit,5195,4
franc,5195,5
europ,5196,4
europ,5197,4
franc,5197,1
comm,5197,1
europ,5198,1
europ,5199,6
polit,5199,1
tout,5199,1
europ,5200,5
des,5200,1
plus,5200,2
polit,5200,2
franc,5200,1
europ,5201,2
des,5201,1
entre,5201,1
europ,5202,5
pay,5202,2
polit,5202,1
tout,5202,1
europ,5203,4
polit,5203,1
europ,5204,5
entre,5204,1
europ,5205,4
pay,5205,1
polit,5205,1
europ,5206,5
europ,5207,2
comm,5207,1
europ,5208,5
polit,5208,1
tout,5208,1
europ,5209,5
polit,5209,1
tout,5209,1
comm,5209,1
europ,5210,5
europ,5211,4
tout,5211,1
comm,5211,1
europ,5212,2
europ,5213,5
polit,5213,1
européen,5213,1
europ,5214,2
europ,5215,4
tout,5215,1
comm,5215,1
entre,5215,2
europ,5216,3
polit,5216,1
franc,5216,2
européen,5216,2
tout,5216,1
europ,5217,5
polit,5217,1
franc,5217,1
tout,5217,1
europ,5218,4
des,5218,1
polit,5218,1
entre,5218,3
europ,5219,4
comm,5219,1
europ,5220,2
plus,5220,1
europ,5221,6
plus,5221,1
entre,5221,1
europ,5222,4
pay,5222,1
polit,5222,1
entre,5222,1
europ,5223,4
europ,5224,4
plus,5224,1
pay,5224,1
polit,5224,1
franc,5224,3
européen,5224,1
entre,5224,1
europ,5225,5
pay,5225,1
entre,5225,1
europ,5226,9
europ,5227,6
européen,5227,1
europ,5228,11
europ,5229,3
des,5229,3
plus,5229,1
pay,5229,2
europ,5230,6
polit,5230,2
europ,5231,4
pay,5231,1
franc,5231,1
entre,5231,1
europ,5232,4
plus,5232,1
franc,5232,4
tout,5232,1
europ,5233,3
des,5233,3
plus,5233,2
europ,5234,6
des,5234,1
européen,5234,1
tout,5234,1
entre,5234,2
europ,5235,3
polit,5235,2
europ,5236,3
des,5236,1
pay,5236,1
européen,5236,2
tout,5236,1
europ,5237,4
des,5237,4
polit,5237,3
européen,5237,2
europ,5238,4
europ,5239,7
pay,5239,2
europ,5240,4
europ,5241,2
europ,5242,3
des,5242,2
europ,5243,4
plus,5243,2
entre,5243,1
europ,5244,4
tout,5244,1
europ,5245,5
franc,5245,1
europ,5246,4
franc,5246,1
europ,5247,5
franc,5247,1
europ,5248,6
pay,5248,2
europ,5249,4
plus,5249,1
pay,5249,1
entre,5249,1
europ,5250,5
pay,5250,2
europ,5251,4
plus,5251,1
pay,5251,2
europ,5252,6
européen,5252,7
europ,5253,4
pay,5253,4
europ,5254,4
tout,5254,1
europ,5255,4
plus,5255,1
pay,5255,4
europ,5256,4
pay,5256,6
europ,5257,6
polit,5257,1
européen,5257,5
europ,5258,6
plus,5258,1
pay,5258,3
polit,5258,1
europ,5259,4
